2020/09/26,BEL,2,MSW,8.5,T,6.80,Advanced Strategy,4,0,0,3,1,3,1,3,2,-3,2,0.18,4,0.5,8,0.1,10,-0.55,5,6200.0,False,False,0,False,3,6.00,False,False,369,327,319,22
2020/09/26,BEL,3,MSW,8.0,D,12.40,American West,0,,,,6,,6,,6,,1,0.19,,,1,0.24,6,-0.55,6,,,,,,,,False,,359,276,420,
2020/09/26,BEL,4,AOC,8.5,T,28.00,Traipsing,5,2,0,1,6,-10,6,-27,5,-8,3,0.17,6,0.6,2,0.21,5,-0.76,3,12040.0,False,False,0,False,3,9.75,False,False,329,330,336,52
2020/09/26,BEL,5,MSW,8.0,T,7.00,Breadman,0,,,,10,,10,,10,,3,0.16,,,5,0.19,4,-0.53,10,,,,,,,,False,,355,324,337,
2020/09/26,BEL,6,MCL,8.5,T,11.60,Candy Flower,3,0,1,0,9,-19,6,-8,8,-11,5,0.15,2,0.6666666666666666,5,0.13,2,-0.30,2,5370.0,True,False,-1,False,4,4.00,False,False,393,357,413,19
2020/09/26,BEL,7,AOC,6.0,D,23.40,Big Engine,15,6,4,2,6,-5,8,-13,5,-11,3,0.17,4,0.625,4,0.18,3,-0.24,2,17130.0,False,False,0,False,6,4.00,False,False,370,326,405,34
2020/09/26,BEL,8,GStk,8.0,T,13.00,Viadera (GB),11,4,1,1,5,-7,5,-3,9,-4,2,0.18,5,0.875,1,0.24,4,-0.31,3,26375.0,False,False,0,True,1,0.25,False,False,270,375,280,71
2020/09/26,BEL,9,GStk,6.0,D,7.20,Firenze Fire,28,11,3,2,5,-7,6,-30,3,-2,3,0.17,2,0.875,1,0.19,1,-0.03,2,52800.0,False,False,0,False,11,13.15,True,False,314,217,345,28
2020/09/26,BEL,10,ClmN,8.5,T,6.90,Albie,10,1,0,3,2,-3,5,-2,3,-5,13,0.06,3,0.75,9,0.12,9,-0.63,6,3638.75,False,False,-1,False,3,4.75,False,False,267,211,330,42
2020/10/30,BEL,1,MSW,6.0,D,6.70,Highway Bound,1,0,0,0,2,-23,2,-23,2,-23,4,0.16,1,0.0,3,0.17,6,-0.61,2,471.0,False,False,0,False,9,28.00,False,False,397,350,416,33
2020/10/30,BEL,2,ClmN,7.0,T,17.40,Dubai Bobby,8,1,0,1,13,-14,2,-1,10,-10,9,0.15,5,0.625,14,0.06,5,-0.10,13,2119.25,False,False,-1,False,6,5.00,True,False,333,281,411,29
